case_id,red_speed,red_tr,red_br,blue_tr,blue_br,red_total,blue_total,diff,winner,red_transfer,red_tower,red_mustika,blue_transfer,blue_tower,blue_mustika,red_sanctuary_at,blue_sanctuary_at,red_mustika_at,blue_mustika_at,mustika_owner,red_complete_towers,blue_complete_towers,red_delivered_earth,red_delivered_sky,blue_delivered_earth,blue_delivered_sky
297,1/4,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,L1最速サンクチュアリ,20,430,-410,blue,10,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
298,1/4,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,L2高得点寄せ,20,250,-230,blue,10,10,0,40,210,0,,143,,,,0,2,2,0,5,3
299,1/4,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,2,1,5,3
300,1/4,BR要求に追従,L1最速サンクチュアリ,Sky先置き準備,スカイ反転圧力,20,430,-410,blue,10,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
301,1/4,BR要求に追従,L2高得点寄せ,BR要求に追従,L1最速サンクチュアリ,30,180,-150,blue,10,20,0,40,140,0,,141.4,,,,0,2,2,0,5,3
302,1/4,BR要求に追従,L2高得点寄せ,BR要求に追従,L2高得点寄せ,30,250,-220,blue,10,20,0,40,210,0,,150.2,,,,0,2,2,0,5,3
303,1/4,BR要求に追従,L2高得点寄せ,BR要求に追従,共有エリア先取り,30,180,-150,blue,10,20,0,40,140,0,,143.8,,,,0,2,2,0,5,3
304,1/4,BR要求に追従,L2高得点寄せ,BR要求に追従,スカイ反転圧力,30,180,-150,blue,10,20,0,40,140,0,,141.4,,,,0,2,2,0,5,3
305,1/4,BR要求に追従,L2高得点寄せ,Earth先行補給,L1最速サンクチュアリ,30,440,-410,blue,10,20,0,50,140,250,,131.8,,175.8,blue,0,2,2,0,7,3
306,1/4,BR要求に追従,L2高得点寄せ,Earth先行補給,L2高得点寄せ,30,510,-480,blue,10,20,0,50,210,250,,137.8,,178,blue,0,2,2,0,7,3
307,1/4,BR要求に追従,L2高得点寄せ,Earth先行補給,共有エリア先取り,30,440,-410,blue,10,20,0,50,140,250,,135.2,,178.4,blue,0,2,2,0,7,3
308,1/4,BR要求に追従,L2高得点寄せ,Earth先行補給,スカイ反転圧力,30,440,-410,blue,10,20,0,50,140,250,,131.8,,175.8,blue,0,2,2,0,7,3
309,1/4,BR要求に追従,L2高得点寄せ,Sky先置き準備,L1最速サンクチュアリ,30,430,-400,blue,10,20,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
310,1/4,BR要求に追従,L2高得点寄せ,Sky先置き準備,L2高得点寄せ,30,250,-220,blue,10,20,0,40,210,0,,143,,,,0,2,2,0,5,3
311,1/4,BR要求に追従,L2高得点寄せ,Sky先置き準備,共有エリア先取り,30,430,-400,blue,10,20,0,40,140,250,,135.6,,178.8,blue,0,2,2,0,5,3
312,1/4,BR要求に追従,L2高得点寄せ,Sky先置き準備,スカイ反転圧力,30,430,-400,blue,10,20,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
313,1/4,BR要求に追従,共有エリア先取り,BR要求に追従,L1最速サンクチュアリ,20,180,-160,blue,10,10,0,40,140,0,,141.4,,,,0,2,2,0,5,3
314,1/4,BR要求に追従,共有エリア先取り,BR要求に追従,L2高得点寄せ,20,250,-230,blue,10,10,0,40,210,0,,150.2,,,,0,2,2,0,5,3
315,1/4,BR要求に追従,共有エリア先取り,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,2,1,5,3
316,1/4,BR要求に追従,共有エリア先取り,BR要求に追従,スカイ反転圧力,20,180,-160,blue,10,10,0,40,140,0,,141.4,,,,0,2,2,0,5,3
317,1/4,BR要求に追従,共有エリア先取り,Earth先行補給,L1最速サンクチュアリ,20,440,-420,blue,10,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,0,7,3
318,1/4,BR要求に追従,共有エリア先取り,Earth先行補給,L2高得点寄せ,20,510,-490,blue,10,10,0,50,210,250,,137.8,,178,blue,0,2,2,0,7,3
319,1/4,BR要求に追従,共有エリア先取り,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,2,1,7,3
320,1/4,BR要求に追従,共有エリア先取り,Earth先行補給,スカイ反転圧力,20,440,-420,blue,10,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,0,7,3
321,1/4,BR要求に追従,共有エリア先取り,Sky先置き準備,L1最速サンクチュアリ,20,430,-410,blue,10,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
322,1/4,BR要求に追従,共有エリア先取り,Sky先置き準備,L2高得点寄せ,20,250,-230,blue,10,10,0,40,210,0,,143,,,,0,2,2,0,5,3
323,1/4,BR要求に追従,共有エリア先取り,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,2,1,5,3
324,1/4,BR要求に追従,共有エリア先取り,Sky先置き準備,スカイ反転圧力,20,430,-410,blue,10,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
325,1/4,BR要求に追従,スカイ反転圧力,BR要求に追従,L1最速サンクチュアリ,20,180,-160,blue,10,10,0,40,140,0,,141.4,,,,0,2,2,0,5,3
326,1/4,BR要求に追従,スカイ反転圧力,BR要求に追従,L2高得点寄せ,20,250,-230,blue,10,10,0,40,210,0,,150.2,,,,0,2,2,0,5,3
327,1/4,BR要求に追従,スカイ反転圧力,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,2,1,5,3
328,1/4,BR要求に追従,スカイ反転圧力,BR要求に追従,スカイ反転圧力,20,180,-160,blue,10,10,0,40,140,0,,141.4,,,,0,2,2,0,5,3
329,1/4,BR要求に追従,スカイ反転圧力,Earth先行補給,L1最速サンクチュアリ,20,440,-420,blue,10,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,0,7,3
330,1/4,BR要求に追従,スカイ反転圧力,Earth先行補給,L2高得点寄せ,20,510,-490,blue,10,10,0,50,210,250,,137.8,,178,blue,0,2,2,0,7,3
331,1/4,BR要求に追従,スカイ反転圧力,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,2,1,7,3
332,1/4,BR要求に追従,スカイ反転圧力,Earth先行補給,スカイ反転圧力,20,440,-420,blue,10,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,0,7,3
333,1/4,BR要求に追従,スカイ反転圧力,Sky先置き準備,L1最速サンクチュアリ,20,430,-410,blue,10,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
334,1/4,BR要求に追従,スカイ反転圧力,Sky先置き準備,L2高得点寄せ,20,250,-230,blue,10,10,0,40,210,0,,143,,,,0,2,2,0,5,3
335,1/4,BR要求に追従,スカイ反転圧力,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,2,1,5,3
336,1/4,BR要求に追従,スカイ反転圧力,Sky先置き準備,スカイ反転圧力,20,430,-410,blue,10,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,0,5,3
337,1/4,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,L1最速サンクチュアリ,45,180,-135,blue,15,30,0,40,140,0,,141.4,,,,0,2,3,0,5,3
338,1/4,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,L2高得点寄せ,45,250,-205,blue,15,30,0,40,210,0,,150.2,,,,0,2,3,0,5,3
339,1/4,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,3,0,5,3
340,1/4,Earth先行補給,L1最速サンクチュアリ,BR要求に追従,スカイ反転圧力,45,180,-135,blue,15,30,0,40,140,0,,141.4,,,,0,2,3,0,5,3
341,1/4,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,L1最速サンクチュアリ,45,440,-395,blue,15,30,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
342,1/4,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,L2高得点寄せ,45,510,-465,blue,15,30,0,50,210,250,,137.8,,178,blue,0,2,3,0,7,3
343,1/4,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,3,0,7,3
344,1/4,Earth先行補給,L1最速サンクチュアリ,Earth先行補給,スカイ反転圧力,45,440,-395,blue,15,30,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
345,1/4,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,L1最速サンクチュアリ,45,430,-385,blue,15,30,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
346,1/4,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,L2高得点寄せ,45,250,-205,blue,15,30,0,40,210,0,,143,,,,0,2,3,0,5,3
347,1/4,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,3,0,5,3
348,1/4,Earth先行補給,L1最速サンクチュアリ,Sky先置き準備,スカイ反転圧力,45,430,-385,blue,15,30,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
349,1/4,Earth先行補給,L2高得点寄せ,BR要求に追従,L1最速サンクチュアリ,35,180,-145,blue,15,20,0,40,140,0,,141.4,,,,0,2,3,0,5,3
350,1/4,Earth先行補給,L2高得点寄せ,BR要求に追従,L2高得点寄せ,35,250,-215,blue,15,20,0,40,210,0,,150.2,,,,0,2,3,0,5,3
351,1/4,Earth先行補給,L2高得点寄せ,BR要求に追従,共有エリア先取り,35,180,-145,blue,15,20,0,40,140,0,,143.8,,,,0,2,3,0,5,3
352,1/4,Earth先行補給,L2高得点寄せ,BR要求に追従,スカイ反転圧力,35,180,-145,blue,15,20,0,40,140,0,,141.4,,,,0,2,3,0,5,3
353,1/4,Earth先行補給,L2高得点寄せ,Earth先行補給,L1最速サンクチュアリ,35,440,-405,blue,15,20,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
354,1/4,Earth先行補給,L2高得点寄せ,Earth先行補給,L2高得点寄せ,35,510,-475,blue,15,20,0,50,210,250,,137.8,,178,blue,0,2,3,0,7,3
355,1/4,Earth先行補給,L2高得点寄せ,Earth先行補給,共有エリア先取り,35,440,-405,blue,15,20,0,50,140,250,,135.2,,178.4,blue,0,2,3,0,7,3
356,1/4,Earth先行補給,L2高得点寄せ,Earth先行補給,スカイ反転圧力,35,440,-405,blue,15,20,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
357,1/4,Earth先行補給,L2高得点寄せ,Sky先置き準備,L1最速サンクチュアリ,35,430,-395,blue,15,20,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
358,1/4,Earth先行補給,L2高得点寄せ,Sky先置き準備,L2高得点寄せ,35,250,-215,blue,15,20,0,40,210,0,,143,,,,0,2,3,0,5,3
359,1/4,Earth先行補給,L2高得点寄せ,Sky先置き準備,共有エリア先取り,35,430,-395,blue,15,20,0,40,140,250,,135.6,,178.8,blue,0,2,3,0,5,3
360,1/4,Earth先行補給,L2高得点寄せ,Sky先置き準備,スカイ反転圧力,35,430,-395,blue,15,20,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
361,1/4,Earth先行補給,共有エリア先取り,BR要求に追従,L1最速サンクチュアリ,45,180,-135,blue,15,30,0,40,140,0,,141.4,,,,0,2,3,0,5,3
362,1/4,Earth先行補給,共有エリア先取り,BR要求に追従,L2高得点寄せ,45,250,-205,blue,15,30,0,40,210,0,,150.2,,,,0,2,3,0,5,3
363,1/4,Earth先行補給,共有エリア先取り,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,3,0,5,3
364,1/4,Earth先行補給,共有エリア先取り,BR要求に追従,スカイ反転圧力,45,180,-135,blue,15,30,0,40,140,0,,141.4,,,,0,2,3,0,5,3
365,1/4,Earth先行補給,共有エリア先取り,Earth先行補給,L1最速サンクチュアリ,45,440,-395,blue,15,30,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
366,1/4,Earth先行補給,共有エリア先取り,Earth先行補給,L2高得点寄せ,45,510,-465,blue,15,30,0,50,210,250,,137.8,,178,blue,0,2,3,0,7,3
367,1/4,Earth先行補給,共有エリア先取り,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,3,0,7,3
368,1/4,Earth先行補給,共有エリア先取り,Earth先行補給,スカイ反転圧力,45,440,-395,blue,15,30,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
369,1/4,Earth先行補給,共有エリア先取り,Sky先置き準備,L1最速サンクチュアリ,45,430,-385,blue,15,30,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
370,1/4,Earth先行補給,共有エリア先取り,Sky先置き準備,L2高得点寄せ,45,250,-205,blue,15,30,0,40,210,0,,143,,,,0,2,3,0,5,3
371,1/4,Earth先行補給,共有エリア先取り,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,3,0,5,3
372,1/4,Earth先行補給,共有エリア先取り,Sky先置き準備,スカイ反転圧力,45,430,-385,blue,15,30,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
373,1/4,Earth先行補給,スカイ反転圧力,BR要求に追従,L1最速サンクチュアリ,45,180,-135,blue,15,30,0,40,140,0,,141.4,,,,0,2,3,0,5,3
374,1/4,Earth先行補給,スカイ反転圧力,BR要求に追従,L2高得点寄せ,45,250,-205,blue,15,30,0,40,210,0,,150.2,,,,0,2,3,0,5,3
375,1/4,Earth先行補給,スカイ反転圧力,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,3,0,5,3
376,1/4,Earth先行補給,スカイ反転圧力,BR要求に追従,スカイ反転圧力,45,180,-135,blue,15,30,0,40,140,0,,141.4,,,,0,2,3,0,5,3
377,1/4,Earth先行補給,スカイ反転圧力,Earth先行補給,L1最速サンクチュアリ,45,440,-395,blue,15,30,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
378,1/4,Earth先行補給,スカイ反転圧力,Earth先行補給,L2高得点寄せ,45,510,-465,blue,15,30,0,50,210,250,,137.8,,178,blue,0,2,3,0,7,3
379,1/4,Earth先行補給,スカイ反転圧力,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,3,0,7,3
380,1/4,Earth先行補給,スカイ反転圧力,Earth先行補給,スカイ反転圧力,45,440,-395,blue,15,30,0,50,140,250,,131.8,,175.8,blue,0,2,3,0,7,3
381,1/4,Earth先行補給,スカイ反転圧力,Sky先置き準備,L1最速サンクチュアリ,45,430,-385,blue,15,30,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
382,1/4,Earth先行補給,スカイ反転圧力,Sky先置き準備,L2高得点寄せ,45,250,-205,blue,15,30,0,40,210,0,,143,,,,0,2,3,0,5,3
383,1/4,Earth先行補給,スカイ反転圧力,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,3,0,5,3
384,1/4,Earth先行補給,スカイ反転圧力,Sky先置き準備,スカイ反転圧力,45,430,-385,blue,15,30,0,40,140,250,,133.2,,177.2,blue,0,2,3,0,5,3
385,1/4,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,L1最速サンクチュアリ,25,180,-155,blue,15,10,0,40,140,0,,141.4,,,,0,2,2,1,5,3
386,1/4,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,L2高得点寄せ,25,250,-225,blue,15,10,0,40,210,0,,150.2,,,,0,2,2,1,5,3
387,1/4,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,2,1,5,3
388,1/4,Sky先置き準備,L1最速サンクチュアリ,BR要求に追従,スカイ反転圧力,25,180,-155,blue,15,10,0,40,140,0,,141.4,,,,0,2,2,1,5,3
389,1/4,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,L1最速サンクチュアリ,25,440,-415,blue,15,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
390,1/4,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,L2高得点寄せ,25,510,-485,blue,15,10,0,50,210,250,,137.8,,178,blue,0,2,2,1,7,3
391,1/4,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,2,1,7,3
392,1/4,Sky先置き準備,L1最速サンクチュアリ,Earth先行補給,スカイ反転圧力,25,440,-415,blue,15,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
393,1/4,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,L1最速サンクチュアリ,25,430,-405,blue,15,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
394,1/4,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,L2高得点寄せ,25,250,-225,blue,15,10,0,40,210,0,,143,,,,0,2,2,1,5,3
395,1/4,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,2,1,5,3
396,1/4,Sky先置き準備,L1最速サンクチュアリ,Sky先置き準備,スカイ反転圧力,25,430,-405,blue,15,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
397,1/4,Sky先置き準備,L2高得点寄せ,BR要求に追従,L1最速サンクチュアリ,35,180,-145,blue,15,20,0,40,140,0,,141.4,,,,0,2,2,1,5,3
398,1/4,Sky先置き準備,L2高得点寄せ,BR要求に追従,L2高得点寄せ,35,250,-215,blue,15,20,0,40,210,0,,150.2,,,,0,2,2,1,5,3
399,1/4,Sky先置き準備,L2高得点寄せ,BR要求に追従,共有エリア先取り,35,180,-145,blue,15,20,0,40,140,0,,143.8,,,,0,2,2,1,5,3
400,1/4,Sky先置き準備,L2高得点寄せ,BR要求に追従,スカイ反転圧力,35,180,-145,blue,15,20,0,40,140,0,,141.4,,,,0,2,2,1,5,3
401,1/4,Sky先置き準備,L2高得点寄せ,Earth先行補給,L1最速サンクチュアリ,35,440,-405,blue,15,20,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
402,1/4,Sky先置き準備,L2高得点寄せ,Earth先行補給,L2高得点寄せ,35,510,-475,blue,15,20,0,50,210,250,,137.8,,178,blue,0,2,2,1,7,3
403,1/4,Sky先置き準備,L2高得点寄せ,Earth先行補給,共有エリア先取り,35,440,-405,blue,15,20,0,50,140,250,,135.2,,178.4,blue,0,2,2,1,7,3
404,1/4,Sky先置き準備,L2高得点寄せ,Earth先行補給,スカイ反転圧力,35,440,-405,blue,15,20,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
405,1/4,Sky先置き準備,L2高得点寄せ,Sky先置き準備,L1最速サンクチュアリ,35,430,-395,blue,15,20,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
406,1/4,Sky先置き準備,L2高得点寄せ,Sky先置き準備,L2高得点寄せ,35,250,-215,blue,15,20,0,40,210,0,,143,,,,0,2,2,1,5,3
407,1/4,Sky先置き準備,L2高得点寄せ,Sky先置き準備,共有エリア先取り,35,430,-395,blue,15,20,0,40,140,250,,135.6,,178.8,blue,0,2,2,1,5,3
408,1/4,Sky先置き準備,L2高得点寄せ,Sky先置き準備,スカイ反転圧力,35,430,-395,blue,15,20,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
409,1/4,Sky先置き準備,共有エリア先取り,BR要求に追従,L1最速サンクチュアリ,25,180,-155,blue,15,10,0,40,140,0,,141.4,,,,0,2,2,1,5,3
410,1/4,Sky先置き準備,共有エリア先取り,BR要求に追従,L2高得点寄せ,25,250,-225,blue,15,10,0,40,210,0,,150.2,,,,0,2,2,1,5,3
411,1/4,Sky先置き準備,共有エリア先取り,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,2,1,5,3
412,1/4,Sky先置き準備,共有エリア先取り,BR要求に追従,スカイ反転圧力,25,180,-155,blue,15,10,0,40,140,0,,141.4,,,,0,2,2,1,5,3
413,1/4,Sky先置き準備,共有エリア先取り,Earth先行補給,L1最速サンクチュアリ,25,440,-415,blue,15,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
414,1/4,Sky先置き準備,共有エリア先取り,Earth先行補給,L2高得点寄せ,25,510,-485,blue,15,10,0,50,210,250,,137.8,,178,blue,0,2,2,1,7,3
415,1/4,Sky先置き準備,共有エリア先取り,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,2,1,7,3
416,1/4,Sky先置き準備,共有エリア先取り,Earth先行補給,スカイ反転圧力,25,440,-415,blue,15,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
417,1/4,Sky先置き準備,共有エリア先取り,Sky先置き準備,L1最速サンクチュアリ,25,430,-405,blue,15,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
418,1/4,Sky先置き準備,共有エリア先取り,Sky先置き準備,L2高得点寄せ,25,250,-225,blue,15,10,0,40,210,0,,143,,,,0,2,2,1,5,3
419,1/4,Sky先置き準備,共有エリア先取り,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,2,1,5,3
420,1/4,Sky先置き準備,共有エリア先取り,Sky先置き準備,スカイ反転圧力,25,430,-405,blue,15,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
421,1/4,Sky先置き準備,スカイ反転圧力,BR要求に追従,L1最速サンクチュアリ,25,180,-155,blue,15,10,0,40,140,0,,141.4,,,,0,2,2,1,5,3
422,1/4,Sky先置き準備,スカイ反転圧力,BR要求に追従,L2高得点寄せ,25,250,-225,blue,15,10,0,40,210,0,,150.2,,,,0,2,2,1,5,3
423,1/4,Sky先置き準備,スカイ反転圧力,BR要求に追従,共有エリア先取り,15,180,-165,blue,15,0,0,40,140,0,,143.8,,,,0,2,2,1,5,3
424,1/4,Sky先置き準備,スカイ反転圧力,BR要求に追従,スカイ反転圧力,25,180,-155,blue,15,10,0,40,140,0,,141.4,,,,0,2,2,1,5,3
425,1/4,Sky先置き準備,スカイ反転圧力,Earth先行補給,L1最速サンクチュアリ,25,440,-415,blue,15,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
426,1/4,Sky先置き準備,スカイ反転圧力,Earth先行補給,L2高得点寄せ,25,510,-485,blue,15,10,0,50,210,250,,137.8,,178,blue,0,2,2,1,7,3
427,1/4,Sky先置き準備,スカイ反転圧力,Earth先行補給,共有エリア先取り,15,440,-425,blue,15,0,0,50,140,250,,135.2,,178.4,blue,0,2,2,1,7,3
428,1/4,Sky先置き準備,スカイ反転圧力,Earth先行補給,スカイ反転圧力,25,440,-415,blue,15,10,0,50,140,250,,131.8,,175.8,blue,0,2,2,1,7,3
429,1/4,Sky先置き準備,スカイ反転圧力,Sky先置き準備,L1最速サンクチュアリ,25,430,-405,blue,15,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
430,1/4,Sky先置き準備,スカイ反転圧力,Sky先置き準備,L2高得点寄せ,25,250,-225,blue,15,10,0,40,210,0,,143,,,,0,2,2,1,5,3
431,1/4,Sky先置き準備,スカイ反転圧力,Sky先置き準備,共有エリア先取り,15,430,-415,blue,15,0,0,40,140,250,,135.6,,178.8,blue,0,2,2,1,5,3
432,1/4,Sky先置き準備,スカイ反転圧力,Sky先置き準備,スカイ反転圧力,25,430,-405,blue,15,10,0,40,140,250,,133.2,,177.2,blue,0,2,2,1,5,3
