scope,speed,key,completion_rate,avg_score_at_180,avg_success_at,best_at,cases
schedule,1/4,1:E2 | 2:E1+S2/S>E | 3:E1,0,89.25925925925925,,,540
schedule,1/4,1:E3 | 2:E1+S2/E>S,0,85.85185185185185,,,540
schedule,1/4,1:E3 | 2:E1+S2/S>E,0,85.85185185185185,,,540
schedule,1/4,1:E3 | 2:E1 | 3:S2,0,83.5925925925926,,,540
schedule,1/4,1:E3 | 2:S2 | 3:E1,0,83.4074074074074,,,540
schedule,1/4,1:E2+S1/S>E | 2:E2 | 3:S1,0,79.18518518518519,,,540
schedule,1/4,1:E3 | 2:S1 | 3:E1+S1/E>S,0,78.5925925925926,,,540
schedule,1/4,1:E3 | 2:S1 | 3:E1+S1/S>E,0,78.5925925925926,,,540
schedule,1/4,1:E2 | 2:S2 | 3:E2,0,77.66666666666667,,,540
schedule,1/4,1:E2+S1/S>E | 2:E2+S1/E>S,0,76.62962962962963,,,540
schedule,1/4,1:E2+S1/S>E | 2:E2+S1/S>E,0,76.62962962962963,,,540
schedule,1/4,1:E2+S1/E>S | 2:E2 | 3:S1,0,76.33333333333333,,,540
schedule,1/4,1:E2+S1/E>S | 2:E2+S1/E>S,0,73.81481481481481,,,540
schedule,1/4,1:E2+S1/E>S | 2:E2+S1/S>E,0,73.81481481481481,,,540
schedule,1/4,1:E2+S1/S>E | 2:S1 | 3:E2,0,73.37037037037037,,,540
schedule,1/4,1:E2+S1/S>E | 2:E1 | 3:E1+S1/E>S,0,73.03703703703704,,,540
schedule,1/4,1:E2+S1/S>E | 2:E1 | 3:E1+S1/S>E,0,73.03703703703704,,,540
schedule,1/4,1:E2+S1/S>E | 2:E1+S1/E>S | 3:E1,0,73.03703703703704,,,540
schedule,1/4,1:E2+S1/S>E | 2:E1+S1/S>E | 3:E1,0,73.03703703703704,,,540
schedule,1/4,1:E2+S1/E>S | 2:E1 | 3:E1+S1/E>S,0,71.96296296296296,,,540
schedule,1/4,1:E2+S1/E>S | 2:E1 | 3:E1+S1/S>E,0,71.96296296296296,,,540
schedule,1/4,1:E2+S1/E>S | 2:E1+S1/E>S | 3:E1,0,71.96296296296296,,,540
schedule,1/4,1:E2+S1/E>S | 2:E1+S1/S>E | 3:E1,0,71.96296296296296,,,540
schedule,1/4,1:S1 | 2:E2 | 3:E2+S1/E>S,0,71.14814814814815,,,540
schedule,1/4,1:S1 | 2:E2 | 3:E2+S1/S>E,0,71.14814814814815,,,540
schedule,1/4,1:E2 | 2:S1 | 3:E2+S1/E>S,0,68.37037037037037,,,540
schedule,1/4,1:E2 | 2:S1 | 3:E2+S1/S>E,0,68.37037037037037,,,540
schedule,1/4,1:E2+S1/E>S | 2:S1 | 3:E2,0,68.37037037037037,,,540
schedule,1/4,1:E1 | 2:E2 | 3:E1+S2/E>S,0,67.33333333333333,,,540
schedule,1/4,1:E1 | 2:E2 | 3:E1+S2/S>E,0,67.33333333333333,,,540
schedule,1/4,1:E2 | 2:E1 | 3:E1+S2/E>S,0,67.33333333333333,,,540
schedule,1/4,1:E2 | 2:E1 | 3:E1+S2/S>E,0,67.33333333333333,,,540
schedule,1/4,1:S1 | 2:E2+S1/E>S | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:S1 | 2:E2+S1/S>E | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:S1 | 2:E3 | 3:E1+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:S1 | 2:E3 | 3:E1+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:S2 | 2:E2 | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:S2 | 2:E3 | 3:E1,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E1+S1/E>S | 3:E2+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E1+S1/E>S | 3:E2+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E1+S1/S>E | 3:E2+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E1+S1/S>E | 3:E2+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E1+S2/E>S | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E1+S2/S>E | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E2+S1/E>S | 3:E1+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E2+S1/E>S | 3:E1+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E2+S1/S>E | 3:E1+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E2+S1/S>E | 3:E1+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1 | 2:E3 | 3:S2,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/E>S | 2:E1 | 3:E2+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/E>S | 2:E1 | 3:E2+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/E>S | 2:E1+S1/E>S | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/E>S | 2:E1+S1/S>E | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/E>S | 2:E2 | 3:E1+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/E>S | 2:E2 | 3:E1+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/S>E | 2:E1 | 3:E2+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/S>E | 2:E1 | 3:E2+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/S>E | 2:E1+S1/E>S | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/S>E | 2:E1+S1/S>E | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/S>E | 2:E2 | 3:E1+S1/E>S,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/S>E | 2:E2 | 3:E1+S1/S>E,0,66.44444444444444,,,540
schedule,1/4,1:E1+S2/E>S | 2:E1 | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1+S2/S>E | 2:E1 | 3:E2,0,66.44444444444444,,,540
schedule,1/4,1:E1+S1/S>E | 2:E3 | 3:S1,0,65.55555555555556,,,540
schedule,1/4,1:E1+S2/S>E | 2:E2 | 3:E1,0,65.55555555555556,,,540
schedule,1/4,1:E1+S1/E>S | 2:E3 | 3:S1,0,64.66666666666667,,,540
schedule,1/4,1:E1+S2/E>S | 2:E2 | 3:E1,0,64.66666666666667,,,540
schedule,1/4,1:E1+S1/S>E | 2:E2+S1/E>S | 3:E1,0,63.77777777777778,,,540
schedule,1/4,1:E1+S1/S>E | 2:E2+S1/S>E | 3:E1,0,63.77777777777778,,,540
schedule,1/4,1:E1+S1/E>S | 2:E2+S1/E>S | 3:E1,0,59.333333333333336,,,540
schedule,1/4,1:E1+S1/E>S | 2:E2+S1/S>E | 3:E1,0,59.333333333333336,,,540
schedule,1/4,1:E1+S2/S>E | 2:E3,0,50.148148148148145,,,540
schedule,1/4,1:E1+S2/E>S | 2:E3,0,49.25925925925926,,,540
schedule,1/4,1:S2 | 2:E1 | 3:E3,0,45.18518518518518,,,540
schedule,1/4,1:S1 | 2:E1+S1/E>S | 3:E3,0,34.81481481481482,,,540
schedule,1/4,1:S1 | 2:E1+S1/S>E | 3:E3,0,34.81481481481482,,,540
schedule,1/4,1:E1 | 2:S2 | 3:E3,0,34.81481481481482,,,540
schedule,1/4,1:E1+S1/S>E | 2:S1 | 3:E3,0,34.81481481481482,,,540
schedule,1/4,1:E1+S1/E>S | 2:S1 | 3:E3,0,30,,,540
trip,1/4,1 / E2,0,85.994708994709,,,7560
trip,1/4,3 / S1,0,85.82870370370371,,,4320
trip,1/4,1 / E3,0,84.31944444444444,,,4320
trip,1/4,3 / S2,0,81.58024691358025,,,1620
trip,1/4,2 / E1+S2/E>S,0,80.51851851851852,,,1620
trip,1/4,2 / E1+S2/S>E,0,80.51851851851852,,,1620
trip,1/4,1 / E2+S1/S>E,0,74.74537037037037,,,4320
trip,1/4,3 / E1+S1/E>S,0,73.55185185185185,,,5400
trip,1/4,3 / E1+S1/S>E,0,73.55185185185185,,,5400
trip,1/4,2 / E2+S1/E>S,0,73,,,4320
trip,1/4,2 / E2+S1/S>E,0,73,,,4320
trip,1/4,1 / E2+S1/E>S,0,72.52314814814815,,,4320
trip,1/4,3 / (なし),0,71.5,,,4320
trip,1/4,2 / E1+S1/E>S,0,71.46296296296296,,,5400
trip,1/4,2 / E1+S1/S>E,0,71.46296296296296,,,5400
trip,1/4,3 / E1,0,71.05820105820106,,,7560
trip,1/4,2 / E2,0,70.68783068783068,,,7560
trip,1/4,2 / E1,0,68.0079365079365,,,7560
trip,1/4,3 / E2,0,67.87830687830687,,,7560
trip,1/4,3 / E2+S1/E>S,0,67.54938271604938,,,3240
trip,1/4,3 / E2+S1/S>E,0,67.54938271604938,,,3240
trip,1/4,3 / E1+S2/E>S,0,67.33333333333333,,,1080
trip,1/4,3 / E1+S2/S>E,0,67.33333333333333,,,1080
trip,1/4,2 / S2,0,65.29629629629629,,,1620
trip,1/4,1 / E1,0,64.31216931216932,,,7560
trip,1/4,1 / E1+S1/S>E,0,62.65925925925926,,,5400
trip,1/4,2 / S1,0,62.56018518518518,,,4320
trip,1/4,2 / E3,0,61.925925925925924,,,4320
trip,1/4,1 / E1+S1/E>S,0,61.2,,,5400
trip,1/4,1 / E1+S2/S>E,0,60.71604938271605,,,1620
trip,1/4,1 / E1+S2/E>S,0,60.123456790123456,,,1620
trip,1/4,1 / S1,0,59.71296296296296,,,4320
trip,1/4,1 / S2,0,59.358024691358025,,,1620
trip,1/4,3 / E3,0,35.74074074074074,,,3240
